# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_stop_gained	variants_effect_upstream_gene_variant
yfhH	gene-ECB_02455	TRANSCRIPT_gene-ECB_02455	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yfhK	gene-ECB_02448	TRANSCRIPT_gene-ECB_02448	protein_coding	1	0	1	0	0	0	0	0	1	0	0	0	1
yfhL	gene-ECB_02456	TRANSCRIPT_gene-ECB_02456	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yfiM	gene-ECB_02480	TRANSCRIPT_gene-ECB_02480	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yfiQ	gene-ECB_02478	TRANSCRIPT_gene-ECB_02478	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygaC	gene-ECB_02527	TRANSCRIPT_gene-ECB_02527	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygaE	gene-ECB_02520	TRANSCRIPT_gene-ECB_02520	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygaM	gene-ECB_02528	TRANSCRIPT_gene-ECB_02528	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygaP	gene-ECB_02524	TRANSCRIPT_gene-ECB_02524	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygaU	gene-ECB_02521	TRANSCRIPT_gene-ECB_02521	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygaV	gene-ECB_02523	TRANSCRIPT_gene-ECB_02523	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygaW	gene-ECB_02526	TRANSCRIPT_gene-ECB_02526	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygcE	gene-ECB_02620	TRANSCRIPT_gene-ECB_02620	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygcF	gene-ECB_02622	TRANSCRIPT_gene-ECB_02622	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygcQ	gene-ECB_02614	TRANSCRIPT_gene-ECB_02614	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygcR	gene-ECB_02615	TRANSCRIPT_gene-ECB_02615	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygcS	gene-ECB_02616	TRANSCRIPT_gene-ECB_02616	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygcU	gene-ECB_02617	TRANSCRIPT_gene-ECB_02617	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygcW	gene-ECB_02618	TRANSCRIPT_gene-ECB_02618	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygdP	gene-ECB_02678	TRANSCRIPT_gene-ECB_02678	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygdQ	gene-ECB_02680	TRANSCRIPT_gene-ECB_02680	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygdR	gene-ECB_02681	TRANSCRIPT_gene-ECB_02681	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygeD	gene-ECB_02683	TRANSCRIPT_gene-ECB_02683	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yggH	gene-ECB_02790	TRANSCRIPT_gene-ECB_02790	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yggL	gene-ECB_02789	TRANSCRIPT_gene-ECB_02789	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yggM	gene-ECB_02786	TRANSCRIPT_gene-ECB_02786	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yggN	gene-ECB_02788	TRANSCRIPT_gene-ECB_02788	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yggX	gene-ECB_02792	TRANSCRIPT_gene-ECB_02792	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yghA	gene-ECB_02878	TRANSCRIPT_gene-ECB_02878	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yghB	gene-ECB_02882	TRANSCRIPT_gene-ECB_02882	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yghK	gene-ECB_02843	TRANSCRIPT_gene-ECB_02843	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yghO	gene-ECB_02850	TRANSCRIPT_gene-ECB_02850	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygiA	gene-ECB_02908	TRANSCRIPT_gene-ECB_02908	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygiB	gene-ECB_02909	TRANSCRIPT_gene-ECB_02909	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygiC	gene-ECB_02910	TRANSCRIPT_gene-ECB_02910	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ygiD	gene-ECB_02911	TRANSCRIPT_gene-ECB_02911	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygiN	gene-ECB_02901	TRANSCRIPT_gene-ECB_02901	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ygiQ	gene-ECB_02888	TRANSCRIPT_gene-ECB_02888	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yhbC	gene-ECB_03037	TRANSCRIPT_gene-ECB_03037	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yhbP	gene-ECB_03021	TRANSCRIPT_gene-ECB_03021	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yhbQ	gene-ECB_03022	TRANSCRIPT_gene-ECB_03022	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yhbS	gene-ECB_03023	TRANSCRIPT_gene-ECB_03023	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yhbT	gene-ECB_03024	TRANSCRIPT_gene-ECB_03024	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yhbU	gene-ECB_03025	TRANSCRIPT_gene-ECB_03025	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yhbV	gene-ECB_03026	TRANSCRIPT_gene-ECB_03026	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yhbW	gene-ECB_03027	TRANSCRIPT_gene-ECB_03027	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yhbX	gene-ECB_03039	TRANSCRIPT_gene-ECB_03039	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yhbY	gene-ECB_03045	TRANSCRIPT_gene-ECB_03045	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yheL	gene-ECB_03194	TRANSCRIPT_gene-ECB_03194	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yheM	gene-ECB_03195	TRANSCRIPT_gene-ECB_03195	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yheN	gene-ECB_03196	TRANSCRIPT_gene-ECB_03196	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yheO	gene-ECB_03197	TRANSCRIPT_gene-ECB_03197	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yheR	gene-ECB_03202	TRANSCRIPT_gene-ECB_03202	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yheS	gene-ECB_03203	TRANSCRIPT_gene-ECB_03203	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yheT	gene-ECB_03204	TRANSCRIPT_gene-ECB_03204	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yheU	gene-ECB_03205	TRANSCRIPT_gene-ECB_03205	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yhfA	gene-ECB_03207	TRANSCRIPT_gene-ECB_03207	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yhfK	gene-ECB_03209	TRANSCRIPT_gene-ECB_03209	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yiaN	gene-ECB_03430	TRANSCRIPT_gene-ECB_03430	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yiaO	gene-ECB_03431	TRANSCRIPT_gene-ECB_03431	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yibL	gene-ECB_03458	TRANSCRIPT_gene-ECB_03458	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yicC	gene-ECB_03501	TRANSCRIPT_gene-ECB_03501	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yicF	gene-ECB_03504	TRANSCRIPT_gene-ECB_03504	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yicG	gene-ECB_03503	TRANSCRIPT_gene-ECB_03503	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yidC	gene-ECB_03589	TRANSCRIPT_gene-ECB_03589	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yidD	gene-ECB_03588	TRANSCRIPT_gene-ECB_03588	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yidY	gene-ECB_03594	TRANSCRIPT_gene-ECB_03594	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yidZ	gene-ECB_03595	TRANSCRIPT_gene-ECB_03595	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yieE	gene-ECB_03596	TRANSCRIPT_gene-ECB_03596	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yieF	gene-ECB_03597	TRANSCRIPT_gene-ECB_03597	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yieM	gene-ECB_03629	TRANSCRIPT_gene-ECB_03629	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2
yieN	gene-ECB_03630	TRANSCRIPT_gene-ECB_03630	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2
yifB	gene-ECB_03644	TRANSCRIPT_gene-ECB_03644	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yifE	gene-ECB_03643	TRANSCRIPT_gene-ECB_03643	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yifK	gene-ECB_03674	TRANSCRIPT_gene-ECB_03674	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yihD	gene-ECB_03744	TRANSCRIPT_gene-ECB_03744	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yihE	gene-ECB_03745	TRANSCRIPT_gene-ECB_03745	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yihF	gene-ECB_03747	TRANSCRIPT_gene-ECB_03747	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yihG	gene-ECB_03748	TRANSCRIPT_gene-ECB_03748	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yihL	gene-ECB_03757	TRANSCRIPT_gene-ECB_03757	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yihM	gene-ECB_03758	TRANSCRIPT_gene-ECB_03758	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yihN	gene-ECB_03759	TRANSCRIPT_gene-ECB_03759	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yihO	gene-ECB_03761	TRANSCRIPT_gene-ECB_03761	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjeH	gene-ECB_04011	TRANSCRIPT_gene-ECB_04011	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yjeI	gene-ECB_04014	TRANSCRIPT_gene-ECB_04014	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yjeJ	gene-ECB_04015	TRANSCRIPT_gene-ECB_04015	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjeK	gene-ECB_04016	TRANSCRIPT_gene-ECB_04016	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfC	gene-ECB_04053	TRANSCRIPT_gene-ECB_04053	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfH	gene-ECB_04047	TRANSCRIPT_gene-ECB_04047	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfI	gene-ECB_04048	TRANSCRIPT_gene-ECB_04048	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfJ	gene-ECB_04049	TRANSCRIPT_gene-ECB_04049	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfK	gene-ECB_04050	TRANSCRIPT_gene-ECB_04050	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfL	gene-ECB_04051	TRANSCRIPT_gene-ECB_04051	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfM	gene-ECB_04052	TRANSCRIPT_gene-ECB_04052	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfN	gene-ECB_04055	TRANSCRIPT_gene-ECB_04055	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfO	gene-ECB_04056	TRANSCRIPT_gene-ECB_04056	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfP	gene-ECB_04057	TRANSCRIPT_gene-ECB_04057	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yjfQ	gene-ECB_04058	TRANSCRIPT_gene-ECB_04058	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjfR	gene-ECB_04059	TRANSCRIPT_gene-ECB_04059	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjgB	gene-ECB_04135	TRANSCRIPT_gene-ECB_04135	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjgP	gene-ECB_04127	TRANSCRIPT_gene-ECB_04127	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjgQ	gene-ECB_04128	TRANSCRIPT_gene-ECB_04128	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
yjgR	gene-ECB_04129	TRANSCRIPT_gene-ECB_04129	protein_coding	1	0	1	0	0	0	0	0	1	0	0	0	1
yjjI	gene-ECB_04256	TRANSCRIPT_gene-ECB_04256	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjjU	gene-ECB_04253	TRANSCRIPT_gene-ECB_04253	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjjV	gene-ECB_04254	TRANSCRIPT_gene-ECB_04254	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yjjW	gene-ECB_04255	TRANSCRIPT_gene-ECB_04255	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ykgA	gene-ECB_00257	TRANSCRIPT_gene-ECB_00257	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ykgB	gene-ECB_00258	TRANSCRIPT_gene-ECB_00258	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ykgC	gene-ECB_00260	TRANSCRIPT_gene-ECB_00260	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ykgD	gene-ECB_00261	TRANSCRIPT_gene-ECB_00261	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ykgE	gene-ECB_00262	TRANSCRIPT_gene-ECB_00262	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ykgF	gene-ECB_00263	TRANSCRIPT_gene-ECB_00263	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ykgG	gene-ECB_00264	TRANSCRIPT_gene-ECB_00264	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ykgH	gene-ECB_00266	TRANSCRIPT_gene-ECB_00266	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ykgI	gene-ECB_00259	TRANSCRIPT_gene-ECB_00259	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ylaB	gene-ECB_00408	TRANSCRIPT_gene-ECB_00408	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ylaC	gene-ECB_00409	TRANSCRIPT_gene-ECB_00409	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ylbH	gene-ECB_00450	TRANSCRIPT_gene-ECB_00450	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ymcA	gene-ECB_00987	TRANSCRIPT_gene-ECB_00987	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ymcB	gene-ECB_00988	TRANSCRIPT_gene-ECB_00988	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ymcC	gene-ECB_00989	TRANSCRIPT_gene-ECB_00989	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ymcD	gene-ECB_00990	TRANSCRIPT_gene-ECB_00990	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ynaE	gene-ECB_01346	TRANSCRIPT_gene-ECB_01346	protein_coding	0	0	4	0	0	0	0	2	0	0	0	0	2
ynaF	gene-ECB_01347	TRANSCRIPT_gene-ECB_01347	protein_coding	0	0	3	0	0	0	0	2	0	0	0	0	1
ynaK	gene-ECB_01340	TRANSCRIPT_gene-ECB_01340	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
ynbE	gene-ECB_01354	TRANSCRIPT_gene-ECB_01354	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yncK	yncK	gene-ECB_01389	pseudogene	0	0	1	0	0	0	0	0	0	0	0	0	1
ynfM	gene-ECB_01565	TRANSCRIPT_gene-ECB_01565	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ynfN	gene-ECB_01515	TRANSCRIPT_gene-ECB_01515	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0
yniC	gene-ECB_01696	TRANSCRIPT_gene-ECB_01696	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ynjE	gene-ECB_01726	TRANSCRIPT_gene-ECB_01726	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ynjF	gene-ECB_01727	TRANSCRIPT_gene-ECB_01727	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ynjH	gene-ECB_01729	TRANSCRIPT_gene-ECB_01729	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ynjI	gene-ECB_01731	TRANSCRIPT_gene-ECB_01731	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yoaA	gene-ECB_01778	TRANSCRIPT_gene-ECB_01778	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yoaF	gene-ECB_01762	TRANSCRIPT_gene-ECB_01762	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1
yoaG	gene-ECB_01765	TRANSCRIPT_gene-ECB_01765	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yobD	gene-ECB_01790	TRANSCRIPT_gene-ECB_01790	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yobF	gene-ECB_01794	TRANSCRIPT_gene-ECB_01794	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yobG	gene-ECB_01796	TRANSCRIPT_gene-ECB_01796	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yoeA	yoeA	gene-ECB_01903	pseudogene	0	0	1	0	0	0	0	1	0	0	0	0	0
yoeD	gene-ECB_01909	TRANSCRIPT_gene-ECB_01909	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ypdF	gene-ECB_02295	TRANSCRIPT_gene-ECB_02295	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ypdG	gene-ECB_02296	TRANSCRIPT_gene-ECB_02296	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ypdH	gene-ECB_02297	TRANSCRIPT_gene-ECB_02297	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ypeC	gene-ECB_02300	TRANSCRIPT_gene-ECB_02300	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ypfE	gene-ECB_02353	TRANSCRIPT_gene-ECB_02353	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yqaE	gene-ECB_02522	TRANSCRIPT_gene-ECB_02522	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqcE	gene-ECB_02619	TRANSCRIPT_gene-ECB_02619	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqhA	gene-ECB_02877	TRANSCRIPT_gene-ECB_02877	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqhC	gene-ECB_02883	TRANSCRIPT_gene-ECB_02883	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yqhD	gene-ECB_02884	TRANSCRIPT_gene-ECB_02884	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqhG	gene-ECB_02886	TRANSCRIPT_gene-ECB_02886	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqhH	gene-ECB_02887	TRANSCRIPT_gene-ECB_02887	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqiA	gene-ECB_02903	TRANSCRIPT_gene-ECB_02903	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqiB	gene-ECB_02905	TRANSCRIPT_gene-ECB_02905	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yqiE	gene-ECB_02906	TRANSCRIPT_gene-ECB_02906	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
yrdA	gene-ECB_03130	TRANSCRIPT_gene-ECB_03130	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yrdB	gene-ECB_03131	TRANSCRIPT_gene-ECB_03131	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yrdC	gene-ECB_03133	TRANSCRIPT_gene-ECB_03133	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yrdD	gene-ECB_03134	TRANSCRIPT_gene-ECB_03134	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
yshA	gene-ECB_03760	TRANSCRIPT_gene-ECB_03760	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ytfM	gene-ECB_04091	TRANSCRIPT_gene-ECB_04091	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
ytfN	gene-ECB_04092	TRANSCRIPT_gene-ECB_04092	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0
ytfP	gene-ECB_04093	TRANSCRIPT_gene-ECB_04093	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ytfQ	gene-ECB_04096	TRANSCRIPT_gene-ECB_04096	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ytfR	gene-ECB_04097	TRANSCRIPT_gene-ECB_04097	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ytfT	gene-ECB_04098	TRANSCRIPT_gene-ECB_04098	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1
ytjA	gene-ECB_04252	TRANSCRIPT_gene-ECB_04252	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
yzfA	gene-ECB_04094	TRANSCRIPT_gene-ECB_04094	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0
